text,labels
":Yea, there are millions of cases where yoy *say* that firearms
:'deter' criminals. Alas, this is not provable. I think that that
:there are actually *few* cases where this is so. 

You ""think"" wrong.  Ask the FBI.  They've got the proof.  Look it up.

:The bulk of firarems are used against unworthy and unnesessary
:opponents ... those who posessa a cool jakcet you want, those who
:would argue with you about a parking space, those who would
:take your woman. In short, trivial and worthless causes.

You lie like a snake.  The ""vast majority"" of the 200 MILLION firearms
in this country are never used in anger.  Your feelings notwithstanding.

:Too much of this has ruined you cause. There is no recovery. 
:In the near future, federal martials will come for your arms.
:No one will help you. You are more dangerous, to their thinking,
:than the 'criminal'. This is your own fault. 

We will overcome the kind of blind, pig-headed, utterly stupid idiocy that
you and others spout in a vain attempt to further your own agendas.  We
will make the truth be known, despite your best efforts to the contrary.

:The 2nd amendment is dead. Accept this. Find another way.

The Second Amendment won't be dead unless it is repealed.  That won't happen.

EVER.

Accept this.  Find another way to try and control other's lives, because we
see you for what you are, and we are not fooled.

Mike Ruff


",politics
"	Oh, OK.  Just wondering.  I am not a real expert on weapons, I was just
wondering if they would do the job.",politics
Thanks for the Update.,space
"A related question (which I haven't given that much serious thought 
to): at what lattitude is the average length of the day (averaged 
over the whole year) maximized? Is this function a constant=
12 hours? Is it truly symmetric about the equator? Or is
there some discrepancy due to the fact that the orbit is elliptic
(or maybe the difference is enough to change the temperature and
make the seasons in the southern hemisphere more bitter, but
is far too small to make a sizeable difference in daylight
hours)?

I want to know where to move.",space
"

Fret not, you made it.


Not while we still have our guns.  <evil grin>  

Hey, gang, it's not about duck hunting, or about dark alleys,
it's about black-clad, helmeted and booted troops storming
houses and violating civil rights under color of law. 

Are YOU ready to defend YOUR Constitution?",politics
"
Remember the armor of God?  The sword that Christians wield is the
Word of God, the Bible.

God be with you,

Malcolm Lee  :)
",religion
"  
    That's because Lankford had a minor injury from a couple of games
before that
    and was day-to-day... only available as a pinchrunner. 
",sport
"
If you are really interested in these orbits and how they are obtained
you should try and find the following paper:

     Hiroshi Yamakawa, Jun'ichiro Kawaguchi, Nobuaki Ishii, 
     and Hiroki Matsuo, ""A Numerical Study of Gravitational Capture
     Orbit in the Earth-Moon System,"" AAS-92-186, AAS/AIAA Spaceflight
     Mechanics Meeting, Colorado Springs, Colorado, 1992.

The references included in this paper are quite interesting also and 
include several that are specific to the HITEN mission itself. ",space
"
so you want to decrease players' salaries?

so you want to increase owners' salaries?

the two are equivalent.",sport
"Have you checked out Adobe Illustrator? There are a few Unix versions
for it available, depending on your platform. I know of two Unix versions:
One for Mach (NeXT) and for Irix (SGI). There may be others, such
as for Sun SparcStation, but I don't know for sure.

ttyl,
",graphics
"Hello, and thank you for reading this request.  I have a Mpeg viewer for x-windows and it did not run because I was running it on a monochrome monitor.  I need the mono-driver for mpeg_play.   ",graphics
"

oh, i see. electricity is a natural right & our wonderful government
would -never- cut off the power to the people they were besieging.
are you really this dumb, or just acting like it for the sake of
argument?

jason
",politics
"

""We hold these truths to be self-evident, that all men are created
equal, that they are endowed by their Creator with certain unalienable
Rights, that among these are Life, Liberty, and the pursuit of Happiness.""

				Declaration of Independence
					4 July 1776",politics
"




I'm not sure I understand this question. When the IF rule is invoked,
the batter is automatically out. This relieves the runners from being
forced to advance to the next base if the ball is not caught. Other
than that, isn't it just the same as any situation in which a runner on
a base is not forced to the next base on a dropped fly ball? That is,
if the ball is caught he can tag up and run (or decide to stay), and
if the ball is dropped he can have left the base at any time.
",sport
": We are interested in purchasing a grayscale printer that offers a good
: resoltuion for grayscale medical images.  Can anybody give me some
: recommendations on these products in the market, in particular, those
: under $5000?

: Thank for the advice.",graphics
"	I'm looking for graphics (clipart, bmp, gif...) of anything relating to ophthalmology (I know it's a weird request). Anything such as eyeglasses, 
contact lenses, eyes...would be greatly appreciated. Thanks.
",graphics
"
DFW was designed with the STS in mind (which really mean very little).  Much of
their early PR material had scenes with a shuttle landing and two or three
others pulled up to gates.  I guess they were trying to stress how advanced the
airport was.

For Dallas types:  Imagine the fit Grapevine and Irving would be having if the
shuttle WAS landing at DFW. (For the rest, they are currently having some power
struggles between the airport and surrounding cities).",space
"  Bingo.
 Nothing evil at all. There's no actual harm in what they're doing, only
how they represent it.

 -----------------------------------------------------------------
 .sig files are like strings ... every yo-yo's got one.",space
"
You obviously did not watch the Twins in Chicago.

No cold spell?  It's been snowing most of the week in Minnesota.
(5 inches in Duluth last weekend)


Yup.
",sport
"

The company was probably ""Public Missiles, Inc"" of Michigan.


Yup.


Nope, it's not illegal. It is, however, closely regulated. In order to 
purchase and use the big rocket motors required, it is necessary to be
one of the following:
a) An employee of a government agency.
b) An employee or student at a university doing research involving rockets.
c) A member or representative of an educational organization involved in
research or other uses of rockets. There are two such organizations: 
The Tripoli Rocketry Association and the National Association of Rocketry.
Members of either organization must demonstrate proficiency in construction
and flight before they are allowed to purchase large motors on their own.

The FAA will issue a waiver of its regulations, upon request, to any 
organization which can persuade them it has taken adequate precautions 
to avoid conflicts with aircraft. The usual stipulations are:
- Only operation up to a specified ceiling is allowed. Depending on the
location, this ceiling may be from 5000 to 50000 feet AGL. 
- The operator of the rocket is responsible for avoiding any aircraft
within the operating radius around the launch site.
- Flight into clouds or beyond visual range in haze is expressly prohibited.
- The FAA will provide a NOTAM informing other users of the airspace that
unmanned rocket operations are taking place at the specified place and time.

Most of the launches that are held (and there are dozens of them every year)
are held in areas where air traffic is relatively light, such as over the
western deserts (the Black Rock Desert north of Reno is particularly popular
since it is 25 x 150 miles of *nothing to hit* on the ground).

The two rocketry associations test and approve motors for their members'
use, to insure safety. Depending on motor size, the launcher setback is
from 50 to 500 or more feet. 

By the way, rockets under 1 lb and powered by an ""F"" motor are exempt from
most Federal regulations on unmanned rockets anyway. See FAR 101, Subpart
C, for details.

As for recovery...although the higher altitude rockets can reach up to
50,000 feet, most of them only get to 2,000 to 5,000 feet. The typical
rocket is 2 to 6 inches in diameter, and carries a 3 to 6 foot parachute,
or multiple parachutes, depending on the payload. Many rockets also carry
either a small transmitter or an audio sounder--particularly at launches
in the eastern US, where there are more obstructions.

Camera, telemetry transmitter, and video payloads are becoming quite common.


Why not? It's a lot of fun...check out the traffic on rec.models.rockets
for information about the model (3 lb and under) and high power (everything
bigger) rocket hobbies. As with all dangerous activities, the key is to
practice safety. I've been flying consumer rockets ranging up to 4-5 lbs
takeoff weight for 27 years, and still have all my extremities intact.


That's another thing. NO EXPLOSIVE WARHEADS OF ANY KIND ARE ALLOWED ON THESE
ROCKETS. NONE! Please forgive me for shouting, but that's one of the biggest
misconceptions people have about our hobby. 

True. But it will not be related to the rocket hobby, unless I get 
hit while crossing a road with a rocket in my hand. ",space
